title                                                                                                                                                                                                                                                     , page_url                                                                                                                                                                  , sektor                                          , subsektor                                                                                                                                                                                                                 , jenis_regulasi, nomor_regulasi            , tanggal_berlaku  , filename                                                                                                                                                                                                                                                     , file_url                                                                                                                                                                                                                                                                                                                                                                  , new_filename                                                                                                                                                                                                                                                   , pages, page_range
Penerapan Tata Kelola Manajer Investasi                                                                                                                                                                                                                   , https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-10.POJK.04.2018-Tentang-Penerapan-Tata-Kelola-Manajer-Investasi.aspx        , Pasar Modal                                     , "Lembaga Penunjang Pasar Modal,  Profesi Penunjang Pasar Modal,  Peraturan Lainnya"                                                                                                                                       , Peraturan OJK , POJK 2 Tahun 2023         , 21 Februari 2023 , Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-10.POJK.04.2018-Tentang-Penerapan-Tata-Kelola-Manajer-Investasi -- POJK Nomor 2 Tahun 2023. PENERAPAN TATA KELOLA MANAJER INVESTASI.pdf                                                                , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-10.POJK.04.2018-Tentang-Penerapan-Tata-Kelola-Manajer-Investasi/POJK%20Nomor%202%20Tahun%202023.%20PENERAPAN%20TATA%20KELOLA%20MANAJER%20INVESTASI.pdf                                                                                                            , ojk-peraturan_ojk-pojk_2_tahun_2023-21022023-penerapan_tata_kelola_manajer_investasi.pdf                                                                                                                                                                       ,     2, 0-10
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 5/POJK.05/2013 Tentang Pengawasan Badan Penyelenggara Jaminan Sosial Oleh Otoritas Jasa Keuangan                                                                                                    , https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-5.POJK.05.2013-Tentang-Pengawasan-Badan-Penyelenggara-Jaminan-Sosial.aspx   , IKNB                                            , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 1 Tahun 2023              , 10 Februari 2023 , Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-5.POJK.05.2013-Tentang-Pengawasan-Badan-Penyelenggara-Jaminan-Sosial -- POJK NOMOR 1 TAHUN 2023 - PENGAWASAN BADAN PENYELENGGARA JAMINAN SOSIAL OLEH OTORITAS JASA KEUANGAN.pdf                        , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-5.POJK.05.2013-Tentang-Pengawasan-Badan-Penyelenggara-Jaminan-Sosial/POJK%20NOMOR%201%20TAHUN%202023%20-%20PENGAWASAN%20BADAN%20PENYELENGGARA%20JAMINAN%20SOSIAL%20OLEH%20OTORITAS%20JASA%20KEUANGAN.pdf                                                          , ojk-peraturan_ojk-1_tahun_2023-10022023-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_5_pojk_05_2013_tentang_pengawasan_badan_penyelenggara_jaminan_sosial_oleh_otoritas_jasa_keuangan.pdf                                                             ,     1, 0-10
"Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 70/POJK.05/2016 Tentang Penyelenggaraan Usaha Perusahaan Pialang Asuransi, Perusahaan Pialang Reasuransi, Dan Perusahaan Penilai Kerugian Asuransi"                                                , "https://www.ojk.go.id/id/regulasi/Pages/Perubahan-POJK-70POJK.052016-Tentang-Penyelenggaraan-Usaha-Perusahaan-Pialang-Asuransi,-Pialang-Reasuransi,-Penilai-Kerugia.aspx", IKNB                                            , Asuransi                                                                                                                                                                                                                  , Peraturan OJK , 28 Tahun 2022             , 28 Desember 2022 , "Perubahan-POJK-70POJK.052016-Tentang-Penyelenggaraan-Usaha-Perusahaan-Pialang-Asuransi,-Pialang-Reasuransi,-Penilai-Kerugia -- POJK 28 2022. Penyelenggaraan Usaha Perusahaan Pialang Asuransi, Reasuransi, dan Penilai Kerugian.pdf"                       , "https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-POJK-70POJK.052016-Tentang-Penyelenggaraan-Usaha-Perusahaan-Pialang-Asuransi,-Pialang-Reasuransi,-Penilai-Kerugia/POJK%2028%202022.%20Penyelenggaraan%20Usaha%20Perusahaan%20Pialang%20Asuransi,%20Reasuransi,%20dan%20Penilai%20Kerugian.pdf"                                                               , ojk-peraturan_ojk-28_tahun_2022-28122022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_70_pojk_05_2016_tentang_penyelenggaraan_usaha_perusahaan_pialang_asuransi_perusahaan_pialang_reasuransi_dan_perusahaan_penilai_kerugian_asuransi.pdf            ,     2, 0-10
Perubahan Kedua Atas Peraturan Otoritas Jasa Keuangan Nomor 11/POJK.03/2016 Tentang Kewajiban Penyediaan Modal Minimum Bank Umum                                                                                                                          , https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-11POJK.032016-Tentang-Kewajiban-Penyediaan-Modal-Minimum-Bank.aspx    , Perbankan                                       , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 27 Tahun 2022             , 28 Desember 2022 , Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-11POJK.032016-Tentang-Kewajiban-Penyediaan-Modal-Minimum-Bank -- POJK 27 Tahun 2022. Tentang Kewajiban Penyediaan Modal Minimum Bank Umum.pdf                                                    , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-11POJK.032016-Tentang-Kewajiban-Penyediaan-Modal-Minimum-Bank/POJK%2027%20Tahun%202022.%20Tentang%20Kewajiban%20Penyediaan%20Modal%20Minimum%20Bank%20Umum.pdf                                                                                              , ojk-peraturan_ojk-27_tahun_2022-28122022-perubahan_kedua_atas_peraturan_otoritas_jasa_keuangan_nomor_11_pojk_03_2016_tentang_kewajiban_penyediaan_modal_minimum_bank_umum.pdf                                                                                  ,     1, 0-10
Bank Pembiayaan Rakyat Syariah                                                                                                                                                                                                                            , https://www.ojk.go.id/id/regulasi/Pages/Bank-Pembiayaan-Rakyat-Syariah.aspx                                                                                               , Perbankan                                       , Perbankan Syariah                                                                                                                                                                                                         , Peraturan OJK , 26 Tahun 2022             , 26 Desember 2022 , Bank-Pembiayaan-Rakyat-Syariah -- POJK 26 Tahun 2022. BANK PEMBIAYAAN RAKYAT SYARIAH.pdf                                                                                                                                                                     , https://www.ojk.go.id/id/regulasi/Documents/Pages/Bank-Pembiayaan-Rakyat-Syariah/POJK%2026%20Tahun%202022.%20BANK%20PEMBIAYAAN%20RAKYAT%20SYARIAH.pdf                                                                                                                                                                                                                     , ojk-peraturan_ojk-26_tahun_2022-26122022-bank_pembiayaan_rakyat_syariah.pdf                                                                                                                                                                                    ,     4, 0-10
"Pengawasan Pengelola Program Asuransi Sosial Prajurit Tentara Nasional Indonesia, Anggota Kepolisian Negara Republik Indonesia, dan Pegawai Aparatur Sipil Negara di Lingkungan Kementerian Pertahanan dan Kepolisian Negara Republik Indonesia oleh OJK", "https://www.ojk.go.id/id/regulasi/Pages/Pengawasan-Pengelola-Program-Asuransi-Sosial-Prajurit-TNI,-Anggota-Polri,-dan-Pegawai-ASN-di-Lingkungan-Kemhan-dan-Polri.aspx"   , IKNB                                            , Asuransi                                                                                                                                                                                                                  , Peraturan OJK , 25 TAHUN 2022             , 21 Desember 2022 , "Pengawasan-Pengelola-Program-Asuransi-Sosial-Prajurit-TNI,-Anggota-Polri,-dan-Pegawai-ASN-di-Lingkungan-Kemhan-dan-Polri -- POJK 25 TAHUN 2022. Pengawasan Pengelola Program Asuransi Sosial.pdf"                                                           , "https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengawasan-Pengelola-Program-Asuransi-Sosial-Prajurit-TNI,-Anggota-Polri,-dan-Pegawai-ASN-di-Lingkungan-Kemhan-dan-Polri/POJK%2025%20TAHUN%202022.%20Pengawasan%20Pengelola%20Program%20Asuransi%20Sosial.pdf"                                                                                                         , ojk-peraturan_ojk-25_tahun_2022-21122022-pengawasan_pengelola_program_asuransi_sosial_prajurit_tentara_nasional_indonesia_anggota_kepolisian_negara_republik_indonesia_dan_pegawai_aparatur_sipil_negara_di_lingkungan_kementerian_pertahanan_dan_kepolisia.pdf,     2, 0-10
Pengembangan Kualitas Sumber Daya Manusia Bank Umum                                                                                                                                                                                                       , https://www.ojk.go.id/id/regulasi/Pages/Pengembangan-Kualitas-Sumber-Daya-Manusia-Bank-Umum-.aspx                                                                         , Perbankan                                       , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 24 Tahun 2022             , 5 Desember 2022  , Pengembangan-Kualitas-Sumber-Daya-Manusia-Bank-Umum- -- POJK 24 Tahun 2022 - Pengembangan Kualitas Sumber Daya Manusia Bank Umum.pdf                                                                                                                         , https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengembangan-Kualitas-Sumber-Daya-Manusia-Bank-Umum-/POJK%2024%20Tahun%202022%20-%20Pengembangan%20Kualitas%20Sumber%20Daya%20Manusia%20Bank%20Umum.pdf                                                                                                                                                                 , ojk-peraturan_ojk-24_tahun_2022-05122022-pengembangan_kualitas_sumber_daya_manusia_bank_umum.pdf                                                                                                                                                               ,     4, 0-10
Batas Maksimum Pemberian Kredit Bank Perkreditan Rakyat dan Batas Maksimum Penyaluran Dana Bank Pembiayaan Rakyat Syariah                                                                                                                                 , https://www.ojk.go.id/id/regulasi/Pages/Batas-Maksimum-Pemberian-Kredit-Bank-Perkreditan-Rakyat-dan-Batas-Maksimum-Penyaluran-Dana-Bank-Pembiayaan-Rakyat-Syariah.aspx    , Perbankan                                       , "Bank Umum,  BPR,  Perbankan Syariah"                                                                                                                                                                                     , Peraturan OJK , 23 Tahun 2022             , 23 November 2022 , Batas-Maksimum-Pemberian-Kredit-Bank-Perkreditan-Rakyat-dan-Batas-Maksimum-Penyaluran-Dana-Bank-Pembiayaan-Rakyat-Syariah -- POJK 23 2022 BMPK BPR BMPD BPRS.pdf                                                                                             , https://www.ojk.go.id/id/regulasi/Documents/Pages/Batas-Maksimum-Pemberian-Kredit-Bank-Perkreditan-Rakyat-dan-Batas-Maksimum-Penyaluran-Dana-Bank-Pembiayaan-Rakyat-Syariah/POJK%2023%202022%20BMPK%20BPR%20BMPD%20BPRS.pdf                                                                                                                                               , ojk-peraturan_ojk-23_tahun_2022-23112022-batas_maksimum_pemberian_kredit_bank_perkreditan_rakyat_dan_batas_maksimum_penyaluran_dana_bank_pembiayaan_rakyat_syariah.pdf                                                                                         ,     6, 0-10
Tata Cara Pengajuan Permohonan Pernyataan Kepailitan dan Penundaan Kewajiban Pembayaran Utang Perusahaan Efek                                                                                                                                             , https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pengajuan-Permohonan-Pernyataan-Kepailitan-dan-Penundaan-Kewajiban-Pembayaran-Utang-Perusahaan-Efek.aspx                , Pasar Modal                                     , Perusahaan Efek                                                                                                                                                                                                           , Peraturan OJK , 21 Tahun 2022             , 11 November 2022 , Tata-Cara-Pengajuan-Permohonan-Pernyataan-Kepailitan-dan-Penundaan-Kewajiban-Pembayaran-Utang-Perusahaan-Efek -- POJK 21 Tahun 2022 - Tata Cara Permohonan Pernyataan Kepailitan dan Penundaan Pembayaran Utang Perusahaan Efek.pdf                          , https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pengajuan-Permohonan-Pernyataan-Kepailitan-dan-Penundaan-Kewajiban-Pembayaran-Utang-Perusahaan-Efek/POJK%2021%20Tahun%202022%20-%20Tata%20Cara%20Permohonan%20Pernyataan%20Kepailitan%20dan%20Penundaan%20Pembayaran%20Utang%20Perusahaan%20Efek.pdf                                                          , ojk-peraturan_ojk-21_tahun_2022-11112022-tata_cara_pengajuan_permohonan_pernyataan_kepailitan_dan_penundaan_kewajiban_pembayaran_utang_perusahaan_efek.pdf                                                                                                     ,     2, 0-10
Kegiatan Penyertaan Modal Oleh Bank Umum                                                                                                                                                                                                                  , https://www.ojk.go.id/id/regulasi/Pages/Kegiatan-Penyertaan-Modal-Oleh-Bank-Umum-.aspx                                                                                    , Perbankan                                       , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 22 Tahun 2022             , 2 November 2022  , Kegiatan-Penyertaan-Modal-Oleh-Bank-Umum- -- POJK 22 Tahun 2022 - KEGIATAN PENYERTAAN MODAL OLEH BANK UMUM.pdf                                                                                                                                               , https://www.ojk.go.id/id/regulasi/Documents/Pages/Kegiatan-Penyertaan-Modal-Oleh-Bank-Umum-/POJK%2022%20Tahun%202022%20-%20KEGIATAN%20PENYERTAAN%20MODAL%20OLEH%20BANK%20UMUM.pdf                                                                                                                                                                                         , ojk-peraturan_ojk-22_tahun_2022-02112022-kegiatan_penyertaan_modal_oleh_bank_umum.pdf                                                                                                                                                                          ,     4, 0-10
Pengawasan Badan Pengelola Tabungan Perumahan Rakyat Oleh Otoritas Jasa Keuangan                                                                                                                                                                          , https://www.ojk.go.id/id/regulasi/Pages/Pengawasan-Badan-Pengelola-Tabungan-Perumahan-Rakyat-Oleh-Otoritas-Jasa-Keuangan.aspx                                             , Perbankan                                       , Peraturan Lainnya                                                                                                                                                                                                         , Peraturan OJK , 20 Tahun 2022             , 28 Oktober 2022  , Pengawasan-Badan-Pengelola-Tabungan-Perumahan-Rakyat-Oleh-Otoritas-Jasa-Keuangan -- POJK 20 Tahun 2022 - PENGAWASAN BADAN PENGELOLA TABUNGAN PERUMAHAN RAKYAT OLEH OJK.pdf                                                                                   , https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengawasan-Badan-Pengelola-Tabungan-Perumahan-Rakyat-Oleh-Otoritas-Jasa-Keuangan/POJK%2020%20Tahun%202022%20-%20PENGAWASAN%20BADAN%20PENGELOLA%20TABUNGAN%20PERUMAHAN%20RAKYAT%20OLEH%20OJK.pdf                                                                                                                         , ojk-peraturan_ojk-20_tahun_2022-28102022-pengawasan_badan_pengelola_tabungan_perumahan_rakyat_oleh_otoritas_jasa_keuangan.pdf                                                                                                                                  ,     2, 0-10
Perlakuan Khusus untuk Lembaga Jasa Keuangan Pada Daerah dan Sektor Tertentu di Indonesia yang Terkena Dampak Bencana                                                                                                                                     , https://www.ojk.go.id/id/regulasi/Pages/Perlakuan-Khusus-untuk-Lembaga-Jasa-Keuangan-Pada-Daerah-dan-Sektor-Tertentu-di-Indonesia-yang-Terkena-Dampak-Bencana.aspx        , "Perbankan,  Pasar Modal,  IKNB,  Syariah,  EPK", Peraturan Lainnya                                                                                                                                                                                                         , Peraturan OJK , 19 Tahun 2022             , 28 Oktober 2022  , Perlakuan-Khusus-untuk-Lembaga-Jasa-Keuangan-Pada-Daerah-dan-Sektor-Tertentu-di-Indonesia-yang-Terkena-Dampak-Bencana -- POJK 19-2022. Dampak Bencana.pdf                                                                                                    , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perlakuan-Khusus-untuk-Lembaga-Jasa-Keuangan-Pada-Daerah-dan-Sektor-Tertentu-di-Indonesia-yang-Terkena-Dampak-Bencana/POJK%2019-2022.%20Dampak%20Bencana.pdf                                                                                                                                                            , ojk-peraturan_ojk-19_tahun_2022-28102022-perlakuan_khusus_untuk_lembaga_jasa_keuangan_pada_daerah_dan_sektor_tertentu_di_indonesia_yang_terkena_dampak_bencana.pdf                                                                                             ,     3, 0-10
Perintah Tertulis                                                                                                                                                                                                                                         , https://www.ojk.go.id/id/regulasi/Pages/Perintah-Tertulis.aspx                                                                                                            , Perbankan                                       , Peraturan Lainnya                                                                                                                                                                                                         , Peraturan OJK , 18 Tahun 2022             , 17 Oktober 2022  , Perintah-Tertulis -- POJK 18 - Perintah Tertulis.pdf                                                                                                                                                                                                         , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perintah-Tertulis/POJK%2018%20-%20Perintah%20Tertulis.pdf                                                                                                                                                                                                                                                               , ojk-peraturan_ojk-18_tahun_2022-17102022-perintah_tertulis.pdf                                                                                                                                                                                                 ,     4, 0-10
Pedoman Perilaku Manajer Investasi                                                                                                                                                                                                                        , https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Perilaku-Manajer-Investasi.aspx                                                                                           , Pasar Modal                                     , Peraturan Lainnya                                                                                                                                                                                                         , Peraturan OJK , 17/POJK.04/2022           , 5 September 2022 , Pedoman-Perilaku-Manajer-Investasi -- POJK 17 - 2022.pdf                                                                                                                                                                                                     , https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Perilaku-Manajer-Investasi/POJK%2017%20-%202022.pdf                                                                                                                                                                                                                                                             , ojk-peraturan_ojk-17_pojk_04_2022-05092022-pedoman_perilaku_manajer_investasi.pdf                                                                                                                                                                              ,     2, 0-10
Bank Umum Syariah                                                                                                                                                                                                                                         , https://www.ojk.go.id/id/regulasi/Pages/Bank-Umum-Syariah.aspx                                                                                                            , Perbankan                                       , "Bank Umum,  Perbankan Syariah"                                                                                                                                                                                           , Peraturan OJK , 16/POJK.03/2022           , 31 Agustus 2022  , Bank-Umum-Syariah -- POJK 16 - 2022.pdf                                                                                                                                                                                                                      , https://www.ojk.go.id/id/regulasi/Documents/Pages/Bank-Umum-Syariah/POJK%2016%20-%202022.pdf                                                                                                                                                                                                                                                                              , ojk-peraturan_ojk-16_pojk_03_2022-31082022-bank_umum_syariah.pdf                                                                                                                                                                                               ,     6, 0-10
Pemecahan Saham dan Penggabungan Saham oleh Perusahaan Terbuka                                                                                                                                                                                            , https://www.ojk.go.id/id/regulasi/Pages/Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka.aspx                                                               , Pasar Modal                                     , Peraturan Lainnya                                                                                                                                                                                                         , Peraturan OJK , 15/POJK.04/2022           , 22 Agustus 2022  , Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka -- POJK 15 - 2022.pdf                                                                                                                                                                         , https://www.ojk.go.id/id/regulasi/Documents/Pages/Pemecahan-Saham-dan-Penggabungan-Saham-oleh-Perusahaan-Terbuka/POJK%2015%20-%202022.pdf                                                                                                                                                                                                                                 , ojk-peraturan_ojk-15_pojk_04_2022-22082022-pemecahan_saham_dan_penggabungan_saham_oleh_perusahaan_terbuka.pdf                                                                                                                                                  ,     3, 0-10
Penyampaian Laporan Keuangan Berkala Emiten atau Perusahaan Publik                                                                                                                                                                                        , https://www.ojk.go.id/id/regulasi/Pages/Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik.aspx                                                           , Pasar Modal                                     , "Emiten dan Perusahaan Publik,  Dokumen Publik dan Laporan"                                                                                                                                                               , Peraturan OJK , 14/POJK.04/2022           , 22 Agustus 2022  , Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik -- POJK 14 - 04 - 2022.pdf                                                                                                                                                                , https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik/POJK%2014%20-%2004%20-%202022.pdf                                                                                                                                                                                                                    , ojk-peraturan_ojk-14_pojk_04_2022-22082022-penyampaian_laporan_keuangan_berkala_emiten_atau_perusahaan_publik.pdf                                                                                                                                              ,     3, 0-10
Pengawasan Perusahaan Perseroan (Persero) PT Bahana Pembinaan Usaha Indonesia                                                                                                                                                                             , https://www.ojk.go.id/id/regulasi/Pages/Pengawasan-Perusahaan-Perseroan-(Persero)-PT-Bahana-Pembinaan-Usaha-Indonesia.aspx                                                , IKNB                                            , Peraturan Lainnya                                                                                                                                                                                                         , Peraturan OJK , 13/POJK.05/2022           , 8 Juli 2022      , Pengawasan-Perusahaan-Perseroan-(Persero)-PT-Bahana-Pembinaan-Usaha-Indonesia -- POJK 13 - 05 - 2022.pdf                                                                                                                                                     , https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengawasan-Perusahaan-Perseroan-(Persero)-PT-Bahana-Pembinaan-Usaha-Indonesia/POJK%2013%20-%2005%20-%202022.pdf                                                                                                                                                                                                         , ojk-peraturan_ojk-13_pojk_05_2022-08072022-pengawasan_perusahaan_perseroan_persero_pt_bahana_pembinaan_usaha_indonesia.pdf                                                                                                                                     ,     3, 0-10
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 4/POJK.05/2018 Tentang Perusahaan Pembiayaan Sekunder Perumahan                                                                                                                                     , https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan.aspx        , IKNB                                            , Peraturan Lainnya                                                                                                                                                                                                         , Peraturan OJK , 12/POJK.05/2022           , 7 Juli 2022      , Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan -- POJK 12 - 05 - 2022.pdf                                                                                                             , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-POJK.05-2018-Tentang-Perusahaan-Pembiayaan-Sekunder-Perumahan/POJK%2012%20-%2005%20-%202022.pdf                                                                                                                                                                 , ojk-peraturan_ojk-12_pojk_05_2022-07072022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_4_pojk_05_2018_tentang_perusahaan_pembiayaan_sekunder_perumahan.pdf                                                                                           ,     2, 0-10
Penyelenggaraan Teknologi Informasi Oleh Bank Umum                                                                                                                                                                                                        , https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum.aspx                                                                           , Perbankan                                       , Bank Umum                                                                                                                                                                                                                 , Peraturan OJK , 11/POJK.03/2022           , 7 Juli 2022      , Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum -- POJK 11 - 03 - 2022.pdf                                                                                                                                                                                , https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Teknologi-Informasi-Oleh-Bank-Umum/POJK%2011%20-%2003%20-%202022.pdf                                                                                                                                                                                                                                    , ojk-peraturan_ojk-11_pojk_03_2022-07072022-penyelenggaraan_teknologi_informasi_oleh_bank_umum.pdf                                                                                                                                                              ,     5, 0-10
Layanan Pendanaan Bersama Berbasis Teknologi Informasi                                                                                                                                                                                                    , https://www.ojk.go.id/id/regulasi/Pages/Layanan-Pendanaan-Bersama-Berbasis-Teknologi-Informasi.aspx                                                                       , IKNB                                            , Peraturan Lainnya                                                                                                                                                                                                         , Peraturan OJK , 10/POJK.05/2022           , 4 Juli 2022      , Layanan-Pendanaan-Bersama-Berbasis-Teknologi-Informasi -- POJK 10 - 05 - 2022.pdf                                                                                                                                                                            , https://www.ojk.go.id/id/regulasi/Documents/Pages/Layanan-Pendanaan-Bersama-Berbasis-Teknologi-Informasi/POJK%2010%20-%2005%20-%202022.pdf                                                                                                                                                                                                                                , ojk-peraturan_ojk-10_pojk_05_2022-04072022-layanan_pendanaan_bersama_berbasis_teknologi_informasi.pdf                                                                                                                                                          ,     2, 0-10
Pengawasan Lembaga Pembiayaan Ekspor Indonesia                                                                                                                                                                                                            , https://www.ojk.go.id/id/regulasi/Pages/Pengawasan-Lembaga-Pembiayaan-Ekspor-Indonesia.aspx                                                                               , IKNB                                            , Lembaga Pembiayaan                                                                                                                                                                                                        , Peraturan OJK , 9/POJK.05/2022            , 14 Juni 2022     , Pengawasan-Lembaga-Pembiayaan-Ekspor-Indonesia -- POJK 9 - 05 -2022.pdf                                                                                                                                                                                      , https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengawasan-Lembaga-Pembiayaan-Ekspor-Indonesia/POJK%209%20-%2005%20-2022.pdf                                                                                                                                                                                                                                            , ojk-peraturan_ojk-9_pojk_05_2022-14062022-pengawasan_lembaga_pembiayaan_ekspor_indonesia.pdf                                                                                                                                                                   ,     3, 0-10
Pelaporan Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan Perantara Pedagang Efek                                                                                                                                           , https://www.ojk.go.id/id/regulasi/Pages/Pelaporan-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek.aspx              , Pasar Modal                                     , Perusahaan Efek                                                                                                                                                                                                           , Peraturan OJK , 8/POJK.04/2022            , 19 Mei 2022      , Pelaporan-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek -- POJK 8 - 04 - 2022.pdf                                                                                                                    , https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaporan-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-dan-Perantara-Pedagang-Efek/POJK%208%20-%2004%20-%202022.pdf                                                                                                                                                                        , ojk-peraturan_ojk-8_pojk_04_2022-19052022-pelaporan_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_penjamin_emisi_efek_dan_perantara_pedagang_efek.pdf                                                                                                  ,     5, 0-10
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 35/POJK.05/2018 tentang Penyelenggaraan Usaha Perusahaan Pembiayaan                                                                                                                                 , https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan.aspx    , IKNB                                            , Peraturan Lainnya                                                                                                                                                                                                         , Peraturan OJK , 7/POJK.05/2022            , 18 Mei 2022      , Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan -- POJK 7 - 05 - 2022.pdf                                                                                                          , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-35-POJK.05-2018-tentang-Penyelenggaraan-Usaha-Perusahaan-Pembiayaan/POJK%207%20-%2005%20-%202022.pdf                                                                                                                                                              , ojk-peraturan_ojk-7_pojk_05_2022-18052022-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_35_pojk_05_2018_tentang_penyelenggaraan_usaha_perusahaan_pembiayaan.pdf                                                                                        ,     1, 0-10
Perlindungan Konsumen dan Masyarakat di Sektor Jasa Keuangan                                                                                                                                                                                              , https://www.ojk.go.id/id/regulasi/Pages/Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan.aspx                                                                 , EPK                                             , Peraturan Lainnya                                                                                                                                                                                                         , Peraturan OJK , 6/POJK.07/2022            , 18 April 2022    , Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan -- POJK 6 - 07 - 2022.pdf                                                                                                                                                                       , https://www.ojk.go.id/id/regulasi/Documents/Pages/Perlindungan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan/POJK%206%20-%2007%20-%202022.pdf                                                                                                                                                                                                                           , ojk-peraturan_ojk-6_pojk_07_2022-18042022-perlindungan_konsumen_dan_masyarakat_di_sektor_jasa_keuangan.pdf                                                                                                                                                     ,     5, 0-10
