title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url,new_filename,pages,page_range
Penawaran Umum Sertifikat Penitipan Efek Indonesia,https://www.ojk.go.id/id/regulasi/Pages/Penawaran-Umum-Sertifikat-Penitipan-Efek-Indonesia.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,6 /POJK.04/2020,19 Februari 2020,Penawaran-Umum-Sertifikat-Penitipan-Efek-Indonesia -- pojk 6-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penawaran-Umum-Sertifikat-Penitipan-Efek-Indonesia/pojk%206-2020.pdf,ojk-peraturan_ojk-6_pojk_04_2020-19022020-penawaran_umum_sertifikat_penitipan_efek_indonesia.pdf,21,21-25
Pembuatan Nomor Tunggal Identitas Pemodal pada Lembaga Penyimpanan dan Penyelesaian oleh Biro Administrasi Efek atau Emiten dan Perusahaan Publik yang Menyelenggarakan Administrasi Efek Sendiri,https://www.ojk.go.id/id/regulasi/Pages/Pembuatan-Nomor-Tunggal-Identitas-Pemodal-pada-Lembaga-Penyimpanan-dan-Penyelesaian-oleh-Biro-Administrasi-Efek-.aspx,Pasar Modal,"Bursa Efek,  Lembaga Penyimpanan dan Penyelesaian,  Perusahaan Efek",Peraturan OJK,5 /POJK.04/2020,19 Februari 2020,Pembuatan-Nomor-Tunggal-Identitas-Pemodal-pada-Lembaga-Penyimpanan-dan-Penyelesaian-oleh-Biro-Administrasi-Efek- -- pojk 5-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pembuatan-Nomor-Tunggal-Identitas-Pemodal-pada-Lembaga-Penyimpanan-dan-Penyelesaian-oleh-Biro-Administrasi-Efek-/pojk%205-2020.pdf,ojk-peraturan_ojk-5_pojk_04_2020-19022020-pembuatan_nomor_tunggal_identitas_pemodal_pada_lembaga_penyimpanan_dan_penyelesaian_oleh_biro_administrasi_efek_atau_emiten_dan_perusahaan_publik_yang_menyelenggarakan_administrasi_efek_sendiri.pdf,10,6-10
Perilaku Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek,https://www.ojk.go.id/id/regulasi/Pages/Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,4 /POJK.04/2020,19 Februari 2020,Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek- -- pojk 4-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-/pojk%204-2020.pdf,ojk-peraturan_ojk-4_pojk_04_2020-19022020-perilaku_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_penjamin_emisi_efek.pdf,10,6-10
Perilaku Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Perantara Pedagang Efek,https://www.ojk.go.id/id/regulasi/Pages/Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Perantara-Pedagang-Efek-.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,3 /POJK.04/2020,19 Februari 2020,Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Perantara-Pedagang-Efek- -- pojk 3-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perilaku-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Perantara-Pedagang-Efek-/pojk%203-2020.pdf,ojk-peraturan_ojk-3_pojk_04_2020-19022020-perilaku_perusahaan_efek_yang_melakukan_kegiatan_usaha_sebagai_perantara_pedagang_efek.pdf,11,11-15
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 23/POJK.04/2016 tentang Reksa Dana Berbentuk Kontrak Investasi Kolektif,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-23-tentang-Reksa-Dana-Berbentuk-Kontrak-Investasi-.aspx,Pasar Modal,Reksa Dana,Peraturan OJK,2 /POJK.04/2020,9 Januari 2020,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-23-tentang-Reksa-Dana-Berbentuk-Kontrak-Investasi- -- pojk 2-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-23-tentang-Reksa-Dana-Berbentuk-Kontrak-Investasi-/pojk%202-2020.pdf,ojk-peraturan_ojk-2_pojk_04_2020-09012020-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_23_pojk_04_2016_tentang_reksa_dana_berbentuk_kontrak_investasi_kolektif.pdf,13,11-15
Penyusunan Laporan Keuangan Perusahaan Efek,https://www.ojk.go.id/id/regulasi/Pages/Penyusunan-Laporan-Keuangan-Perusahaan-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,1/POJK.04/2020,3 Januari 2020,Penyusunan-Laporan-Keuangan-Perusahaan-Efek -- pojk 1-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyusunan-Laporan-Keuangan-Perusahaan-Efek/pojk%201-2020.pdf,ojk-peraturan_ojk-1_pojk_04_2020-03012020-penyusunan_laporan_keuangan_perusahaan_efek.pdf,9,6-10
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 73/POJK.05/2016 tentang Tata Kelola Perusahaan yang Baik bagi Perusahaan Perasuransian,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-73-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusah.aspx,IKNB,Asuransi,Peraturan OJK,43/POJK.05/2019,31 Desember 2019,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-73-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusah -- pojk 43-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-73-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusah/pojk%2043-2019.pdf,ojk-peraturan_ojk-43_pojk_05_2019-31122019-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_73_pojk_05_2016_tentang_tata_kelola_perusahaan_yang_baik_bagi_perusahaan_perasuransian.pdf,6,6-10
Peraturan Otoritas Jasa Keuangan Nomor 44/POJK.05/2019 tentang Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 41/POJK.05/2015 tentang Tata Cara Penetapan Pengelola Statuter pada Lembaga Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Penetapan-Pengelola-Statuter-pada-Lembaga-Jasa-Keuangan.aspx,IKNB,IKNB Syariah,Peraturan OJK,44 /POJK.05/2019,27 Desember 2019,Tata-Cara-Penetapan-Pengelola-Statuter-pada-Lembaga-Jasa-Keuangan -- pojk 44-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Penetapan-Pengelola-Statuter-pada-Lembaga-Jasa-Keuangan/pojk%2044-2019.pdf,ojk-peraturan_ojk-44_pojk_05_2019-27122019-peraturan_otoritas_jasa_keuangan_nomor_44_pojk_05_2019_tentang_perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_41_pojk_05_2015_tentang_tata_cara_penetapan_pengelola_statuter_pada_lembaga_jasa_keuangan.pdf,14,11-15
Penyampaian Laporan Melalui Portal Pelaporan Terintegrasi,https://www.ojk.go.id/id/regulasi/Pages/Penyampaian-Laporan-Melalui-Portal-Pelaporan-Terintegrasi.aspx,Perbankan,Bank Umum,Peraturan OJK,36/POJK.03/2019,18 Desember 2019,Penyampaian-Laporan-Melalui-Portal-Pelaporan-Terintegrasi -- pojk 36-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyampaian-Laporan-Melalui-Portal-Pelaporan-Terintegrasi/pojk%2036-2019.pdf,ojk-peraturan_ojk-36_pojk_03_2019-18122019-penyampaian_laporan_melalui_portal_pelaporan_terintegrasi.pdf,9,6-10
Transparansi Kondisi Keuangan Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/Transparansi-Kondisi-Keuangan-Bank-Pembiayaan-Rakyat-Syariah.aspx,Perbankan,BPR,Peraturan OJK,35/POJK.03/2019,13 Desember 2019,Transparansi-Kondisi-Keuangan-Bank-Pembiayaan-Rakyat-Syariah -- pojk 35-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Transparansi-Kondisi-Keuangan-Bank-Pembiayaan-Rakyat-Syariah/pojk%2035-2019.pdf,ojk-peraturan_ojk-35_pojk_03_2019-13122019-transparansi_kondisi_keuangan_bank_pembiayaan_rakyat_syariah.pdf,25,21-25
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 19/POJK.03/2017 tentang Penetapan Status dan Tindak Lanjut Pengawasan Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Penetapan-Status-dan-Tindak-Lanjut-Pengawasan-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah.aspx,Perbankan,"BPR,  Perbankan Syariah",Peraturan OJK,32 /POJK.03/2019,12 Desember 2019,Perubahan-Penetapan-Status-dan-Tindak-Lanjut-Pengawasan-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah -- pojk 32-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Penetapan-Status-dan-Tindak-Lanjut-Pengawasan-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah/pojk%2032-2019.pdf,ojk-peraturan_ojk-32_pojk_03_2019-12122019-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_19_pojk_03_2017_tentang_penetapan_status_dan_tindak_lanjut_pengawasan_bank_perkreditan_rakyat_dan_bank_pembiayaan_rakyat_syariah.pdf,11,11-15
Sinergi Perbankan dalam Satu Kepemilikan untuk Pengembangan Perbankan Syariah,https://www.ojk.go.id/id/regulasi/Pages/Sinergi-Perbankan-dalam-Satu-Kepemilikan-untuk-Pengembangan-Perbankan-Syariah.aspx,Perbankan,"Bank Umum,  Perbankan Syariah",Peraturan OJK,28/POJK.03/2019,25 November 2019,Sinergi-Perbankan-dalam-Satu-Kepemilikan-untuk-Pengembangan-Perbankan-Syariah -- pojk 28-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Sinergi-Perbankan-dalam-Satu-Kepemilikan-untuk-Pengembangan-Perbankan-Syariah/pojk%2028-2019.pdf,ojk-peraturan_ojk-28_pojk_03_2019-25112019-sinergi_perbankan_dalam_satu_kepemilikan_untuk_pengembangan_perbankan_syariah.pdf,29,26-30
Persetujuan Bank Umum Sebagai Kustodian,https://www.ojk.go.id/id/regulasi/Pages/Persetujuan-Bank-Umum-Sebagai-Kustodian.aspx,Perbankan,Bank Umum,Peraturan OJK,27/POJK.04/2019,5 November 2019,Persetujuan-Bank-Umum-Sebagai-Kustodian -- pojk 27-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Persetujuan-Bank-Umum-Sebagai-Kustodian/pojk%2027-2019.pdf,ojk-peraturan_ojk-27_pojk_04_2019-05112019-persetujuan_bank_umum_sebagai_kustodian.pdf,21,21-25
Perizinan Secara Elektronik di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Perizinan-Secara-Elektronik-di-Sektorjasa-Keuangan.aspx,"Perbankan,  Pasar Modal,  IKNB,  Syariah,  EPK",Peraturan Lainnya,Peraturan OJK,26/POJK.01/2019,24 Oktober 2019,Perizinan-Secara-Elektronik-di-Sektorjasa-Keuangan -- pojk 26 - 2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perizinan-Secara-Elektronik-di-Sektorjasa-Keuangan/pojk%2026%20-%202019.pdf,ojk-peraturan_ojk-26_pojk_01_2019-24102019-perizinan_secara_elektronik_di_sektor_jasa_keuangan.pdf,16,16-20
Pelaporan Informasi Nasabah Asing Terkait Perpajakan kepada Negara Mitra atau Yurisdiksi Mitra,https://www.ojk.go.id/id/regulasi/Pages/Pelaporan-Informasi-Nasabah-Asing-Terkait-Perpajakan-kepada-Negara-Mitra-atau-Yurisdiksi-Mitra.aspx,Perbankan,Bank Umum,Peraturan OJK,25/POJK.03/2019,15 Oktober 2019,Pelaporan-Informasi-Nasabah-Asing-Terkait-Perpajakan-kepada-Negara-Mitra-atau-Yurisdiksi-Mitra -- pojk 25-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaporan-Informasi-Nasabah-Asing-Terkait-Perpajakan-kepada-Negara-Mitra-atau-Yurisdiksi-Mitra/pojk%2025-2019.pdf,ojk-peraturan_ojk-25_pojk_03_2019-15102019-pelaporan_informasi_nasabah_asing_terkait_perpajakan_kepada_negara_mitra_atau_yurisdiksi_mitra.pdf,18,16-20
Rencana Bisnis Lembaga Jasa Keuangan Non Bank,https://www.ojk.go.id/id/regulasi/Pages/Rencana-Bisnis-Lembaga-Jasa-Keuangan-Non-Bank.aspx,IKNB,"Lembaga Pembiayaan,  Lembaga Kliring dan Penjaminan",Peraturan OJK,24 /POJK.05/2019,19 September 2019,Rencana-Bisnis-Lembaga-Jasa-Keuangan-Non-Bank -- POJK 24-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Rencana-Bisnis-Lembaga-Jasa-Keuangan-Non-Bank/POJK%2024-2019.pdf,ojk-peraturan_ojk-24_pojk_05_2019-19092019-rencana_bisnis_lembaga_jasa_keuangan_non_bank.pdf,28,26-30
Transaksi Efek,https://www.ojk.go.id/id/regulasi/Pages/Transaksi-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,22/POJK.04/2019,12 September 2019,Transaksi-Efek -- pojk 22-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Transaksi-Efek/pojk%2022-2019.pdf,ojk-peraturan_ojk-22_pojk_04_2019-12092019-transaksi_efek.pdf,29,26-30
Sistem Penilaian Tingkat Kesehatan Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/Sistem-Penilaian-Tingkat-Kesehatan-Bank-Pembiayaan-Rakyat-Syariah.aspx,Perbankan,"Bank Umum,  BPR,  Perbankan Syariah",Peraturan OJK,20/POJK.03/2019,2 September 2019,Sistem-Penilaian-Tingkat-Kesehatan-Bank-Pembiayaan-Rakyat-Syariah -- pojk 20-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Sistem-Penilaian-Tingkat-Kesehatan-Bank-Pembiayaan-Rakyat-Syariah/pojk%2020-2019.pdf,ojk-peraturan_ojk-20_pojk_03_2019-02092019-sistem_penilaian_tingkat_kesehatan_bank_pembiayaan_rakyat_syariah.pdf,19,16-20
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 14/POJK.05/2015 tentang Retensi Sendiri Dan Dukungan Reasuransi Dalam Negeri,https://www.ojk.go.id/id/regulasi/Pages/Retensi-Sendiri-dan-Dukungan-Reasuransi-dalam-Negeri.aspx,IKNB,Asuransi,Peraturan OJK,19 /POJK.05/2019,30 Agustus 2019,Retensi-Sendiri-dan-Dukungan-Reasuransi-dalam-Negeri -- pojk 19-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Retensi-Sendiri-dan-Dukungan-Reasuransi-dalam-Negeri/pojk%2019-2019.pdf,ojk-peraturan_ojk-19_pojk_05_2019-30082019-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_14_pojk_05_2015_tentang_retensi_sendiri_dan_dukungan_reasuransi_dalam_negeri.pdf,6,6-10
Perizinan Wakil Agen Penjual Efek Reksa Dana,https://www.ojk.go.id/id/regulasi/Pages/Perizinan-Wakil-Agen-Penjual-Efek-Reksa-Dana.aspx,Pasar Modal,Reksa Dana,Peraturan OJK,17/POJK.04/2019,5 Juli 2019,Perizinan-Wakil-Agen-Penjual-Efek-Reksa-Dana -- pojk 17-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perizinan-Wakil-Agen-Penjual-Efek-Reksa-Dana/pojk%2017-2019.pdf,ojk-peraturan_ojk-17_pojk_04_2019-05072019-perizinan_wakil_agen_penjual_efek_reksa_dana.pdf,29,26-30
Pengawasan PT Permodalan Nasional Madani (Persero),https://www.ojk.go.id/id/regulasi/Pages/Pengawasan-PT-Permodalan-Nasional-Madani-(Persero).aspx,IKNB,Lembaga Jasa Keuangan Khusus,Peraturan OJK,16/POJK.05/2019,19 Juni 2019,Pengawasan-PT-Permodalan-Nasional-Madani-(Persero) -- pojk 16-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengawasan-PT-Permodalan-Nasional-Madani-(Persero)/pojk%2016-2019.pdf,ojk-peraturan_ojk-16_pojk_05_2019-19062019-pengawasan_pt_permodalan_nasional_madani_persero_.pdf,35,31-35
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 32/POJK.04/2015 tentang Penambahan Modal Perusahaan Terbuka dengan Memberikan Hak Memesan Efek Terlebih Dahulu,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-32-tentang-Penambahan-Modal-Perusahaan-Terbuka-dengan-Me.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,14/POJK.04/2019,30 April 2019,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-32-tentang-Penambahan-Modal-Perusahaan-Terbuka-dengan-Me -- pojk 14-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-32-tentang-Penambahan-Modal-Perusahaan-Terbuka-dengan-Me/pojk%2014-2019.pdf,ojk-peraturan_ojk-14_pojk_04_2019-30042019-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_32_pojk_04_2015_tentang_penambahan_modal_perusahaan_terbuka_dengan_memberikan_hak_memesan_efek_terlebih_dahulu.pdf,28,26-30
Pelaporan Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah Melalui Sistem Pelaporan Otoritas Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Pelaporan-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah-Melalui-Sistem-Pelaporan-Otoritas-Jasa-Keuangan.aspx,Perbankan,"BPR,  Perbankan Syariah",Peraturan OJK,13/POJK.03/2019,30 April 2019,Pelaporan-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah-Melalui-Sistem-Pelaporan-Otoritas-Jasa-Keuangan -- pojk 13-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaporan-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah-Melalui-Sistem-Pelaporan-Otoritas-Jasa-Keuangan/pojk%2013-2019.pdf,ojk-peraturan_ojk-13_pojk_03_2019-30042019-pelaporan_bank_perkreditan_rakyat_dan_bank_pembiayaan_rakyat_syariah_melalui_sistem_pelaporan_otoritas_jasa_keuangan.pdf,27,26-30
"Promosi Pemasaran Efek Termasuk Iklan, Brosur, atau Komunikasi Lainnya kepada Publik","https://www.ojk.go.id/id/regulasi/Pages/Promosi-Pemasaran-Efek-Termasuk-Iklan,-Brosur,-atau-Komunikasi-Lainnya-kepada-Publik.aspx",Pasar Modal,"Perusahaan Efek,  Peraturan Lainnya",Peraturan OJK,7 /POJK.04/2019,8 Februari 2019,"Promosi-Pemasaran-Efek-Termasuk-Iklan,-Brosur,-atau-Komunikasi-Lainnya-kepada-Publik -- pojk 7-2019.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/Promosi-Pemasaran-Efek-Termasuk-Iklan,-Brosur,-atau-Komunikasi-Lainnya-kepada-Publik/pojk%207-2019.pdf",ojk-peraturan_ojk-7_pojk_04_2019-08022019-promosi_pemasaran_efek_termasuk_iklan_brosur_atau_komunikasi_lainnya_kepada_publik.pdf,10,6-10
Stabilisasi Harga untuk Mempermudah Penawaran Umum,https://www.ojk.go.id/id/regulasi/Pages/-Stabilisasi-Harga-untuk-Mempermudah-Penawaran-Umum.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,6 /POJK.04/2019,8 Februari 2019,-Stabilisasi-Harga-untuk-Mempermudah-Penawaran-Umum -- pojk 6-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/-Stabilisasi-Harga-untuk-Mempermudah-Penawaran-Umum/pojk%206-2019.pdf,ojk-peraturan_ojk-6_pojk_04_2019-08022019-stabilisasi_harga_untuk_mempermudah_penawaran_umum.pdf,8,6-10
Perilaku yang Dilarang bagi Penasihat Investasi,https://www.ojk.go.id/id/regulasi/Pages/Perilaku-yang-Dilarang-bagi-Penasihat-Investasi.aspx,Pasar Modal,Penasehat Investasi,Peraturan OJK,5 /POJK.04/2019,8 Februari 2019,Perilaku-yang-Dilarang-bagi-Penasihat-Investasi -- pojk 5-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perilaku-yang-Dilarang-bagi-Penasihat-Investasi/pojk%205-2019.pdf,ojk-peraturan_ojk-5_pojk_04_2019-08022019-perilaku_yang_dilarang_bagi_penasihat_investasi.pdf,8,6-10
Tata Cara Pemberian Persetujuan Anggaran Dasar Lembaga Penyimpanan dan Penyelesaian,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Penyimpanan-dan-Penyelesaian.aspx,Pasar Modal,Lembaga Penyimpanan dan Penyelesaian,Peraturan OJK,4 /POJK.04/2019,8 Februari 2019,Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Penyimpanan-dan-Penyelesaian -- pojk 4-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Penyimpanan-dan-Penyelesaian/pojk%204-2019.pdf,ojk-peraturan_ojk-4_pojk_04_2019-08022019-tata_cara_pemberian_persetujuan_anggaran_dasar_lembaga_penyimpanan_dan_penyelesaian.pdf,12,11-15
Tata Cara Pemberian Persetujuan Anggaran Dasar Lembaga Kliring dan Penjaminan,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Kliring-dan-Penjaminan.aspx,Pasar Modal,Lembaga Kliring dan Penjaminan,Peraturan OJK,3 /POJK.04/2019,8 Februari 2019,Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Kliring-dan-Penjaminan -- pojk 3-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Lembaga-Kliring-dan-Penjaminan/pojk%203-2019.pdf,ojk-peraturan_ojk-3_pojk_04_2019-08022019-tata_cara_pemberian_persetujuan_anggaran_dasar_lembaga_kliring_dan_penjaminan.pdf,12,11-15
Tata Cara Pemberian Persetujuan Anggaran Dasar Bursa Efek,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Bursa-Efek.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,2 /POJK.04/2019,8 Februari 2019,Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Bursa-Efek -- pojk 2-2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pemberian-Persetujuan-Anggaran-Dasar-Bursa-Efek/pojk%202-2019.pdf,ojk-peraturan_ojk-2_pojk_04_2019-08022019-tata_cara_pemberian_persetujuan_anggaran_dasar_bursa_efek.pdf,12,11-15
Penerapan Fungsi Audit Intern pada Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Fungsi-Audit-Intern-pada-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,1/POJK.03/2019,29 Januari 2019,Penerapan-Fungsi-Audit-Intern-pada-Bank-Umum -- pojk 1 - 2019.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Fungsi-Audit-Intern-pada-Bank-Umum/pojk%201%20-%202019.pdf,ojk-peraturan_ojk-1_pojk_03_2019-29012019-penerapan_fungsi_audit_intern_pada_bank_umum.pdf,32,31-35
Tata Cara Pemeriksaan di Sektor Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal.aspx,Pasar Modal,"Pasar Modal Syariah,  Perusahaan Efek,  Wakil Perusahaan Efek,  Penasehat Investasi,  Lembaga Penunjang Pasar Modal,  Profesi Penunjang Pasar Modal,  Emiten dan Perusahaan Publik",Peraturan OJK,36/POJK.04/2018,27 Desember 2018,Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal -- pojk 36-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pemeriksaan-di-Sektor-Pasar-Modal/pojk%2036-2018.pdf,ojk-peraturan_ojk-36_pojk_04_2018-27122018-tata_cara_pemeriksaan_di_sektor_pasar_modal.pdf,18,16-20
Perizinan Wakil Manajer Investasi,https://www.ojk.go.id/id/regulasi/Pages/Perizinan-Wakil-Manajer-Investasi.aspx,Pasar Modal,Profesi Penunjang Pasar Modal,Peraturan OJK,31/POJK.04/2018,11 Desember 2018,Perizinan-Wakil-Manajer-Investasi -- POJK 31 - Perizinan Wakil Manajer Investasi.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perizinan-Wakil-Manajer-Investasi/POJK%2031%20-%20Perizinan%20Wakil%20Manajer%20Investasi.pdf,ojk-peraturan_ojk-31_pojk_04_2018-11122018-perizinan_wakil_manajer_investasi.pdf,34,31-35
Perubahan atas POJK tentang Penyelenggaraan Usaha Lembaga Penjamin,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-atas-POJK-tentang-Penyelenggaraan-Usaha-Lembaga-Penjamin.aspx,IKNB,Lembaga Kliring dan Penjaminan,Peraturan OJK,30/POJK.05/2018,10 Desember 2018,Perubahan-atas-POJK-tentang-Penyelenggaraan-Usaha-Lembaga-Penjamin -- pojk 30-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-atas-POJK-tentang-Penyelenggaraan-Usaha-Lembaga-Penjamin/pojk%2030-2018.pdf,ojk-peraturan_ojk-30_pojk_05_2018-10122018-perubahan_atas_pojk_tentang_penyelenggaraan_usaha_lembaga_penjamin.pdf,16,16-20
Perubahan atas POJK tentang Investasi Dana Pensiun,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-atas-POJK-tentang-Investasi-Dana-Pensiun.aspx,IKNB,Dana Pensiun,Peraturan OJK,29/POJK.05/2018,10 Desember 2018,Perubahan-atas-POJK-tentang-Investasi-Dana-Pensiun -- pojk 29-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-atas-POJK-tentang-Investasi-Dana-Pensiun/pojk%2029-2018.pdf,ojk-peraturan_ojk-29_pojk_05_2018-10122018-perubahan_atas_pojk_tentang_investasi_dana_pensiun.pdf,19,16-20
